# You can find the dataset in the paper titled "NSGAN: A Non-dominated Sorting Optimization-based Generative Adversarial Design Framework for Alloy Discovery." And for your convenience in reviewing, we have pasted the entire contents of the dataset below.
 \,Processing,Ag,Al,B,Be,Bi,Cd,Co,Cr,Cu,Er,Eu,Fe,Ga,Li,Mg,Mn,Ni,Pb,Sc,Si,Sn,Ti,V,Zn,Zr,Elongation (%),Tensile Strength (MPa),Yield Strength (MPa),class
1022,Solutionised + Artificially over aged,0,0.880028017,0,0,0,0,0,0.001500901,0.016009606,0,0,0.00060036,0,0,0.022013208,0.0005003,0,0,0,0.0005003,0,0.00030018,0,0.078547128,0,8.5,489.5,417,4
1023,Solutionised + Artificially over aged,0,0.872,0,0,0,0,0,0.003,0.021,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.074,0,12,579.159588,496.422504,4
1024,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,8.65,489.5,424,4
1025,Solutionised + Artificially over aged,0,0.8817,0,0,0,0,0,0.0023,0.02,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.068,0,,570,505,4
1026,Solutionised + Artificially over aged,0,0.901085706,0,0,0,0,0,0.002151398,0.015510082,0,0,0.00060039,0,0,0.022514635,0.000300195,0,0,0,0.000500325,0,0.000300195,0,0.057037074,0,9.75,479,406.5,4
1027,Solutionised + Artificially over aged,0,0.901085706,0,0,0,0,0,0.002151398,0.015510082,0,0,0.00060039,0,0,0.022514635,0.000300195,0,0,0,0.000500325,0,0.000300195,0,0.057037074,0,7.5,501,428.5,4
1028,Solutionised + Artificially over aged,0,0.89945,0,0,0,0,0,0.00215,0.0155,0,0,0.0012,0,0,0.0225,0.0006,0,0,0,0.001,0,0.0006,0,0.057,0,12,590,,4
1029,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,6.5,472,406.5,4
1030,Solutionised + Artificially over aged,0,0.893,0,0,0,0,0,0,0.023,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.062,0,,550,490,4
1031,Solutionised + Artificially over aged,0,0.892991145,0,0,0,0,0,0.000250138,0.01750963,0,0,0.000750413,0,0,0.023512932,0.000500275,0.000250138,0,0,0.00060033,0,0.000300165,0,0.062034119,0.001300715,5,489.5,410,4
1032,Solutionised + Artificially over aged,0,0.88955,0,0,0,0,0,0.0004,0.0165,0,0,0.0008,0,0,0.015,0.0004,0,0,0,0.0006,0,0.0006,0,0.075,0.00115,8,519,468,4
1033,Solutionised + Artificially over aged,0,0.88955,0,0,0,0,0,0.0004,0.0165,0,0,0.0008,0,0,0.015,0.0004,0,0,0,0.0006,0,0.0006,0,0.075,0.00115,8,519,468,4
1034,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,5.25,517.5,448.5,4
1035,Solutionised + Artificially over aged,0,0.8817,0,0,0,0,0,0.0023,0.02,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0.068,0,,570,505,4
1036,Solutionised + Artificially over aged,0,0.87656977,0,0,0,0,0,0,0.017511382,0,0,0.000750488,0,0,0.022514635,0.00100065,0,0,0,0.00060039,0,0,0,0.081052684,0,9.115,606.5,541.5,4
1037,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,7.57,496.5,427.5,4
1038,Solutionised + Artificially over aged,0,0.893625538,0,0,0,0,0,0.002301611,0.016011208,0,0,0.002501751,0,0,0.025017512,0.001501051,0,0,0,0.002001401,0,0.0010007,0,0.056039227,0,7.57,496.5,427.5,4
1039,Solutionised + Artificially over aged,0,0.888888889,0,0,0,0,0,0.0002002,0.023023023,0,0,0.000750751,0,0,0.022522523,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.062062062,0.001151151,7.57,507,448.5,4
1040,Solutionised + Artificially over aged,0,0.880028017,0,0,0,0,0,0.001500901,0.016009606,0,0,0.00060036,0,0,0.022013208,0.0005003,0,0,0,0.0005003,0,0.00030018,0,0.078547128,0,12.4,573.5,529.5,4
1041,Solutionised + Artificially over aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,11,610,440,3
1042,Solutionised + Artificially over aged,0.0037,0.9344,0,0,0,0,0,0,0.045,0,0,0.0003,0,0.0116,0.0036,0,0,0,0,0.0001,0,0,0,0,0.0013,11,610,440,3
1043,Solutionised + Artificially over aged,0,0.886886887,0,0,0,0,0,0.0002002,0.022022022,0,0,0.000750751,0,0,0.023523524,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.064064064,0.001151151,4.5,559,500,4
1044,Solutionised + Artificially over aged,0,0.88465,0,0,0,0,0,0.0004,0.022,0,0,0.0015,0,0,0.0235,0.001,0,0,0,0.0012,0,0.0006,0,0.064,0.00115,8,579,538,4
1045,Solutionised + Artificially over aged,0,0.88465,0,0,0,0,0,0.0004,0.022,0,0,0.0015,0,0,0.0235,0.001,0,0,0,0.0012,0,0.0006,0,0.064,0.00115,8,579,538,4
1046,Solutionised + Artificially over aged,0,0.872741831,0,0,0,0,0,0.00020017,0.023019567,0,0,0.000750638,0,0,0.02051744,0.000250213,0,0,0,0.000500425,0,0.000300255,0,0.080068058,0.001651404,9,607,583.5,4
1047,Solutionised + Artificially over aged,0,0.87085,0,0,0,0,0,0.0004,0.023,0,0,0.0015,0,0,0.0205,0.0005,0,0,0,0.001,0,0.0006,0,0.08,0.00165,7,614,593,4
1048,Solutionised + Artificially over aged,0,0.87085,0,0,0,0,0,0.0004,0.023,0,0,0.0015,0,0,0.0205,0.0005,0,0,0,0.001,0,0.0006,0,0.08,0.00165,7,614,593,4
1049,Solutionised + Artificially over aged,0,0.87085,0,0,0,0,0,0.0004,0.023,0,0,0.0015,0,0,0.0205,0.0005,0,0,0,0.001,0,0.0006,0,0.08,0.00165,,,620,4
1050,Solutionised + Artificially over aged,0,0.886886887,0,0,0,0,0,0.0002002,0.022022022,0,0,0.000750751,0,0,0.023523524,0.000500501,0,0,0,0.000600601,0,0.0003003,0,0.064064064,0.001151151,8,587.5,551.5,4
1051,Solutionised + Artificially over aged,0,0.872741831,0,0,0,0,0,0.00020017,0.023019567,0,0,0.000750638,0,0,0.02051744,0.000250213,0,0,0,0.000500425,0,0.000300255,0,0.080068058,0.001651404,8,618.5,584.5,4
1052,Solutionised + Artificially over aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,9.15,261,240.5,3
1053,Solutionised + Artificially over aged,0,0.9774,0,0,0,0,0,0.001,0.002,0,0,0.005,0,0,0.0045,0.002,0,0,0,0.0081,0,0,0,0,0,,,152,3
1054,Solutionised + Artificially over aged,0,0.9749,0,0,0,0,0,0.001,0.002,0,0,0.005,0,0,0.0045,0.002,0,0,0,0.0106,0,0,0,0,0,,,168,3
1055,Solutionised + Artificially over aged,0,0.9716,0,0,0,0,0,0.001,0.002,0,0,0.005,0,0,0.0045,0.002,0,0,0,0.0139,0,0,0,0,0,,,205,3
1056,Solutionised + Artificially over aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,6,387,301,3
1057,Solutionised + Artificially over aged,0,0.9699,0,0,0,0,0,0,0,0,0,0.0007,0,0.0276,0,0,0,0,0,0.0004,0,0,0,0,0.0014,6,387,301,3
1058,Solutionised + Artificially over aged,0,0.9508,0,0,0,0,0,0,0.013,0,0,0.002,0,0.025,0.007,0,0,0,0,0.001,0,0,0,0,0.0012,6,534,482,3
1059,Solutionised + Artificially over aged,0,0.9508,0,0,0,0,0,0,0.013,0,0,0.002,0,0.025,0.007,0,0,0,0,0.001,0,0,0,0,0.0012,8,638,517,3
1060,Solutionised + Artificially over aged,0,0.9462,0,0,0,0,0,0,0.029,0,0,0,0,0.022,0.0015,0,0,0,0,0,0,0,0,0,0.0013,8,550,490,3
1061,Solutionised + Artificially over aged,0,0.9462,0,0,0,0,0,0,0.029,0,0,0,0,0.022,0.0015,0,0,0,0,0,0,0,0,0,0.0013,8,550,490,3
1062,Solutionised + Artificially over aged,0,0.945699,0,1.00E-06,0,0,0,0,0.0245,0,0,0.0007,0,0.016,0.00225,0.003,0,0,0,0.0005,0,0.001,0,0.0055,0.00085,10,400,345,3
1063,Solutionised + Artificially over aged,0,0.945699,0,1.00E-06,0,0,0,0,0.0245,0,0,0.0007,0,0.016,0.00225,0.003,0,0,0,0.0005,0,0.001,0,0.0055,0.00085,10,400,345,3
1064,Solutionised + Artificially over aged,0,0.945,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,405,310,3
1065,Solutionised + Artificially over aged,0,0.945,0,0,0,0,0,0,0.04,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,7.4,545,386,3
1066,Solutionised + Artificially over aged,0,0.944849,0,1.00E-06,0,0,0,0,0.0245,0,0,0.0007,0,0.016,0.00225,0.003,0,0,0,0.0005,0,0.001,0,0.0055,0.0017,10,400,345,3
1067,Solutionised + Artificially over aged,0,0.9428,0,0,0,0,0,0,0.019,0,0,0.001,0,0.026,0.009,0,0,0,0,0.001,0,0,0,0,0.0012,6,581,637,3
1068,Solutionised + Artificially over aged,0,0.9428,0,0,0,0,0,0,0.019,0,0,0.001,0,0.026,0.009,0,0,0,0,0.001,0,0,0,0,0.0012,12,697,574,3
1069,Solutionised + Artificially over aged,0,0.935,0,0,0.005,0,0,0,0.055,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,12,406.790663,310.264065,3
1070,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,6,482.63299,448.159205,3
1071,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.0215,0,0,0.003,0,0.02,0.015,0,0,0,0,0.002,0,0.001,0,0.0025,0.001,8,481,425,3
1072,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.0215,0,0,0.003,0,0.02,0.015,0,0,0,0,0.002,0,0.001,0,0.0025,0.001,14,610,483,3
1073,Solutionised + Artificially over aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.6,440.96,413.4,4
1074,Solutionised + Artificially over aged,0,0.932,0,0,0,0,0,0.0014,0,0,0,0.0012,0,0,0.0104,0.0022,0,0,0,0.0009,0,0,0,0.0507,0.0012,8.6,440.96,413.4,4
1075,Solutionised + Artificially over aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,8,509.86,475.41,4
1076,Solutionised + Artificially over aged,0,0.9251,0,0,0,0,0,0.0014,0,0,0,0.0014,0,0,0.0278,0.0023,0,0,0,0.0009,0,0,0,0.0401,0.001,8,509.86,475.41,4
1077,Solutionised + Artificially over aged,0.004,0.9236,0,0,0,0,0,0,0.054,0,0,0,0,0.013,0.004,0,0,0,0,0,0,0,0,0,0.0014,10,646,630,3
1078,Solutionised + Artificially over aged,0.004,0.9236,0,0,0,0,0,0,0.054,0,0,0,0,0.013,0.004,0,0,0,0,0,0,0,0,0,0.0014,10,646,630,3
1079,Solutionised + Artificially over aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,11,499,441,4
1080,Solutionised + Artificially over aged,0,0.861,0,0,0,0,0,0,0.025,0,0,0.0005,0,0,0.026,0,0,0,0,0.0005,0,0,0,0.087,0,11,499,441,4
1081,Solutionised + Artificially over aged,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.007,0,0,0,0,0,6,330.948336,,3
1082,Solutionised + Artificially over aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,11,250,,3
1083,Solutionised + Artificially over aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,15,379.211635,358.527364,3
1084,Solutionised + Artificially over aged,0,0.949,0,0,0,0,0,0,0.0286,0,0,0.0002,0,0.0205,0.0001,0,0,0,0,0.0001,0,0.0002,0,0.0001,0.0012,11,589,552,3
1085,Solutionised + Artificially over aged,0,0.949,0,0,0,0,0,0,0.0286,0,0,0.0002,0,0.0205,0.0001,0,0,0,0,0.0001,0,0.0002,0,0.0001,0.0012,14,642,587,3
1086,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,2,448.159205,413.68542,3
1087,Solutionised + Artificially over aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,10,455,350,3
1088,Solutionised + Artificially over aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,10,455.053962,351.632607,3
1089,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,4.5,445,396.5,3
1090,Solutionised + Artificially over aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,7,443,333.5,3
1091,Solutionised + Artificially over aged,0,0.98075,0,0,0,0,0,0.001,0.001,0,0,0.0035,0,0,0.00675,0.001,0,0,0,0.004,0,0.001,0,0.001,0,9,260,,3
1092,Solutionised + Artificially over aged,0.00425,0.9332,0,0,0,0,0,0,0.035,0,0,0.0015,0,0.0105,0.00525,0.0035,0,0,0,0.0012,0,0.001,0,0.0035,0.0011,6,503,476,3
1093,Solutionised + Artificially over aged,0.00425,0.9332,0,0,0,0,0,0,0.035,0,0,0.0015,0,0.0105,0.00525,0.0035,0,0,0,0.0012,0,0.001,0,0.0035,0.0011,6,503,476,3
1094,Solutionised + Artificially over aged,0.00425,0.9332,0,0,0,0,0,0,0.035,0,0,0.0015,0,0.0105,0.00525,0.0035,0,0,0,0.0012,0,0.001,0,0.0035,0.0011,6,503,476,3
1095,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,9,255,240,3
1096,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,9,255.106009,241.316495,3
1097,Solutionised + Artificially over aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,9.005,255,241,3
1098,Solutionised + Artificially over aged,0,0.949,0,0,0,0,0,0,0.0286,0,0,0.0002,0,0.0205,0.0001,0,0,0,0,0.0001,0,0.0002,0,0.0001,0.0012,6.8,549,505,3
1099,Solutionised + Artificially over aged,0,0.949,0,0,0,0,0,0,0.0286,0,0,0.0002,0,0.0205,0.0001,0,0,0,0,0.0001,0,0.0002,0,0.0001,0.0012,8,674,568,3
1100,Solutionised + Artificially over aged,0,0.945208907,0,0,0,0,0,0.000250188,0.027020265,0,0,0.00060045,0,0.022516888,0.001250938,0.000250188,0,0,0,0.000500375,0,0.000750563,0,0.000500375,0.001150863,4,486,434.5,3
1101,Solutionised + Artificially over aged,0,0.94115,0,0,0,0,0,0.0005,0.027,0,0,0.0012,0,0.0225,0.0025,0.0005,0,0,0,0.001,0,0.0015,0,0.001,0.00115,3,531,483,3
1102,Solutionised + Artificially over aged,0,0.94115,0,0,0,0,0,0.0005,0.027,0,0,0.0012,0,0.0225,0.0025,0.0005,0,0,0,0.001,0,0.0015,0,0.001,0.00115,3,531,483,3
1103,Solutionised + Artificially over aged,0,0.94115,0,0,0,0,0,0.0005,0.027,0,0,0.0012,0,0.0225,0.0025,0.0005,0,0,0,0.001,0,0.0015,0,0.001,0.00115,3,531,483,3
1104,Solutionised + Artificially over aged,0,0.935949,0,1.00E-06,0,0,0,0.003,0.027,0,0,0.0007,0,0.018,0.003,0.003,0,0,0,0.0005,0,0.001,0,0.007,0.00085,7.6,543,520,3
1105,Solutionised + Artificially over aged,0,0.935949,0,1.00E-06,0,0,0,0.003,0.027,0,0,0.0007,0,0.018,0.003,0.003,0,0,0,0.0005,0,0.001,0,0.007,0.00085,7.6,543,520,3
1106,Solutionised + Artificially over aged,0,0.930599,0,1.00E-06,0,0,0,0.003,0.027,0,0,0.0007,0,0.018,0.0075,0.003,0,0,0,0.0005,0,0.001,0,0.007,0.0017,7.6,543,520,3
1107,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,10,205,185,3
1108,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,10,206.84271,186.158439,3
1109,Solutionised + Artificially over aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,10.025,207,186,3
1110,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,289.579794,268.895523,3
1111,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,12,295,270,3
1112,Solutionised + Artificially over aged,0,0.984992496,0,0,0,0,0,0.00050025,0.00050025,0,0,0.001750875,0,0,0.006753377,0.00050025,0,0,0,0.004002001,0,0.00050025,0,0.00050025,0,12,290.5,269,3
1113,Solutionised + Artificially over aged,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.004,0,0,0,0,0,8,330.948336,296.474551,3
1114,Solutionised + Artificially over aged,0.0045,0.9357,0,0,0,0,0,0.0005,0.0355,0,0,0.001,0,0.01,0.004,0.0035,0,0,0,0.0008,0,0.001,0,0.0025,0.001,,540,500,3
1115,Solutionised + Artificially over aged,0.0045,0.9357,0,0,0,0,0,0.0005,0.0355,0,0,0.001,0,0.01,0.004,0.0035,0,0,0,0.0008,0,0.001,0,0.0025,0.001,,540,500,3
1116,Solutionised + Artificially over aged,0.0045,0.9357,0,0,0,0,0,0.0005,0.0355,0,0,0.001,0,0.01,0.004,0.0035,0,0,0,0.0008,0,0.001,0,0.0025,0.001,,540,500,3
1117,Solutionised + Artificially over aged,0,0.941,0,0,0,0,0,0,0.033,0,0,0.002,0,0,0.015,0.004,0,0,0,0.0015,0,0.001,0,0.0025,0,10,480,,3
1118,Solutionised + Artificially over aged,0,0.946710033,0,0,0,0,0,0.000500375,0.013009757,0,0,0.001501126,0,0.024518389,0.00950713,0.000500375,0,0,0,0.001000751,0,0.000500375,0,0.001250938,0.001000751,6,505,442.5,3
1119,Solutionised + Artificially over aged,0,0.9415,0,0,0,0,0,0.001,0.013,0,0,0.003,0,0.0245,0.0095,0.001,0,0,0,0.002,0,0.001,0,0.0025,0.001,12,500,455,3
1120,Solutionised + Artificially over aged,0,0.9415,0,0,0,0,0,0.001,0.013,0,0,0.003,0,0.0245,0.0095,0.001,0,0,0,0.002,0,0.001,0,0.0025,0.001,12,500,455,3
1121,Solutionised + Artificially over aged,0,0.9415,0,0,0,0,0,0.001,0.013,0,0,0.003,0,0.0245,0.0095,0.001,0,0,0,0.002,0,0.001,0,0.0025,0.001,12,500,455,3
1122,Solutionised + Artificially over aged,0,0.935,0,0,0,0,0,0,0.044,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,,485,440,3
1123,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,6,482.63299,448.159205,3
1124,Solutionised + Artificially over aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,10,455,350,3
1125,Solutionised + Artificially over aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,10,455.053962,351.632607,3
1126,Solutionised + Artificially over aged,0,0.93043043,0,0,0,0,0,0.000500501,0.043543544,0,0,0.001501502,0,0,0.015015015,0.006006006,0,0,0,0.001001001,0,0.000750751,0,0.001251251,0,3.75,434.5,386.5,3
1127,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,5.405,457,406.5,3
1128,Solutionised + Artificially over aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,6,413.5,310.5,3
1129,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,4.5,443,399,3
1130,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,4.5,443,399,3
1131,Solutionised + Artificially over aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,5,406.5,283,3
1132,Solutionised + Artificially over aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,4,386,300,3
1133,Solutionised + Artificially over aged,0,0.934,0,0,0,0,0,0,0.045,0,0,0,0,0,0.015,0.006,0,0,0,0,0,0,0,0,0,6,517.106775,489.527747,3
1134,Solutionised + Artificially over aged,0,0.927963982,0,0,0,0,0,0.00050025,0.043521761,0,0,0.002501251,0,0,0.015007504,0.006003002,0,0,0,0.002501251,0,0.000750375,0,0.001250625,0,3.5,468.5,431,3
1135,Solutionised + Artificially over aged,0,0.950713035,0,0,0,0,0,0,0.028021016,0,0,0.000500375,0,0.014010508,0.001250938,0.003002252,0,0,0,0.000500375,0,0.00060045,0,0.000250188,0.001150863,3.25,429.5,389,3
1136,Solutionised + Artificially over aged,0,0.9334,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0.0006,0,0,0,10,475,395,3
1137,Solutionised + Artificially over aged,0,0.9315,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0.0015,10,475.738233,393.001149,3
1138,Solutionised + Artificially over aged,0,0.929604243,0,0,0,0,0,0,0.05853805,0,0,0.001500976,0,0,0.002251463,0.003001951,0,0,0,0.001250813,0,0.00060039,0.00100065,0.000500325,0.001751138,7.5,449.5,400,3
1139,Solutionised + Artificially over aged,0,0.9296,0,0,0,0,0,0,0.0633,0,0,0.0013,0,0,0,0.0034,0,0,0,0.0006,0,0.0004,0,0.0002,0.0012,15,470,390,3
1140,Solutionised + Artificially over aged,0,0.9296,0,0,0,0,0,0,0.0633,0,0,0.0013,0,0,0,0.0034,0,0,0,0.0006,0,0.0004,0,0.0002,0.0012,15,470,390,3
1141,Solutionised + Artificially over aged,0,0.927473848,0,0,0,0,0,0,0.06306622,0,0,0.001501577,0,0,0.000100105,0.003003153,0,0,0,0.001001051,0,0.000600631,0.001001051,0.000500526,0.001751839,5,403.5,348.5,3
1142,Solutionised + Artificially over aged,0,0.92445,0,0,0,0,0,0,0.063,0,0,0.003,0,0,0.0002,0.003,0,0,0,0.002,0,0.0006,0.001,0.001,0.00175,10,475,,3
1143,Solutionised + Artificially over aged,0,0.9803,0,0,0,0,0,0.0009,0.0028,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,,400,380,3
1144,Solutionised + Artificially over aged,0,0.9706,0,0,0.005,0,0,0.0009,0.0025,0,0,0,0,0,0.01,0,0,0.005,0,0.006,0,0,0,0,0,10,399.895906,379.211635,3
1145,Solutionised + Artificially over aged,0,0.963169977,0,0,0.00548957,0,0,0.000898293,0.002744785,0,0,0.003493363,0,0,0.009981036,0.000748578,0,0.00548957,0,0.005988622,0,0.000748578,0,0.00124763,0,4.88,366,336,3
1146,Solutionised + Artificially over aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,12,406.790663,393.001149,3
1147,Solutionised + Artificially over aged,0,0.9795,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0.01,0,0,0,0,0.006,0,0,0,0,0,10,461.948719,455.053962,3
1148,Solutionised  + Artificially peak aged,0,0.9945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,,,300,2
1149,No Processing,0,0.992713,0,0,0,0,0,0,1.50E-05,0,0,0.00061,0,0,0.00152,0.00508,0,0,0,4.00E-05,0,1.60E-05,0,6.00E-06,0,32,110,105,1
1150,No Processing,0,0.967475,0,0,0,0,0,2.00E-05,2.00E-05,0,0,0.00166,0,0,0.0296,3.00E-05,0,0,0,0.00087,0,0.0003,0,2.50E-05,0,14.2,195,58,1
1151,No Processing,0,0.966676,0,0,0,0,0,1.40E-05,2.00E-05,0,0,0.00153,0,0,0.029,2.00E-05,0,0,0,0.0011,0,0.00023,0,1.00E-05,0.0014,10.7,210,110,1
1152,Strain Harderned (Hard),0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.005,0,0,0,0,0,0,,460,414,5
1153,Strain Harderned (Hard),0,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.005,0,0,0,0,0,0,,503,433,5
